title,year,certificate,runtime,genre,desc,rating,votes
Dude,2021–,Not Rated,32 min,"Drama, Mystery, Thriller            ","In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past.",7.2,"4,980"
Salaar,2023,null,null,"Action, Thriller            ","Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",6.3,"6,085"
Irul,2021,16,91 min,"Mystery, Thriller            ","Class of 2020, is a coming of age teen drama revolving around a bunch of teenagers and their struggle as their lives are intertwined with drugs, relationships, sex and peer pressure.",5.3,"3,394"
Comicstaan,2018–,18+,60 min,Comedy            ,"The story revolves around the clash between Ayyappan, a senior police officer who serves at the Attappadi Police Station and Havildar Koshi, who comes to the village with a motive.",8.0,"8,855"
Murder 2,2011,A,127 min,"Action, Crime, Drama            ","Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced with capital punishment.",7.3,"5,151"
Ajab Prem Ki Ghazab Kahani,2009,U,150 min,"Action, Comedy, Romance            ","A man's friend, a police officer, is assassinated by gangsters in broad daylight. He discovers that his elder brother works in the same gang and decides to avenge his friend's death by infiltrating the gang.",7.8,"3,502"
I Hate Luv Storys,2010,UA,129 min,"Comedy, Drama, Romance            ","Tarini Bisht is on a hunt for a 'honey with money' with her rich BFF, Amy. But fate is funny as Amy's fiancée Veer falls for her. When love gets complicated and friendship is lost, she picks her broken dreams and rises to be her own hero.",6.8,"3,664"
The Intern,2022,null,null,"Comedy, Drama, Thriller            ","Kaushal owns his own nursery in Jharkhand village meets Kalpana, a city girl belonging to an army family is on a research tour. Feelings develop between them but circumstances force them to rethink if they are actually made for each other.",9.6,"1,358"
Blank,II 2019,UA,107 min,"Action, Thriller            ",A soldier and a police officer join forces to bring down a cyber hacker.,6.7,"4,884"
Shararat,2003–2006,PG,30 min,"Comedy, Fantasy, Romance            ",Nympho is a lust story of a girl called Rachael. She is a nymphomaniac. She is a sex addict. She is not a single man woman.,5.0,47
Housefull 3,2016,UA,140 min,"Action, Comedy, Romance            ","Rose Dey is the new teacher at the university. She is very attractive and is a nymphomaniac. At the university, Rose meets Tanvesh and an affair begins.",3.1,324
Couples Guest House,2020–,A,null,Romance            ,"Jatt is a reluctant superhero who fights crime and protects people. He meets his match in the evil Raka, who he must vanquish to save the day.",3.1,"4,991"
Kitani Mohabbat Hai,2009–2011,null,20 min,Drama            ,"A middle class young woman, who dreams of Bollywood fame, is caught in a love triangle between her childhood friend and a famous actor.",7.4,"9,993"
Dhund,1973,null,130 min,"Drama, Mystery, Thriller            ",Desperate measures are taken by a man who tries to save his family from the dark side of the law after they commit an unexpected crime.,8.4,"7,642"
Baaghi 3,2020,UA,143 min,"Action, Adventure, Thriller            ","In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.",5.9,"3,623"
Housefull 2,2012,UA,145 min,"Action, Comedy, Drama            ","A filmmaker kidnaps the daughter of a movie star, and while the star searches for his daughter the director films the desperate search in real time for his next blockbuster movie.",6.9,"14,498"
Kaagaz,2021,UA,109 min,"Biography, Comedy, Drama            ",A beautiful journey from a school boy's crush to a middle aged bachelor's office romance. The story is filled with overwhelming nature and the fruity bits of romance at different turning points of life.,7.4,166
Zila Sangrur,2021–,A,24 min,"Action, Crime            ","A young NSA agent is framed for the murder of his bosses making him realize that now his mission is darker than expected and has some personal scores to settle regarding his father's death, a former NSA agent.",7.8,"10,750"
Ankhon Dekhi,2013,U,107 min,"Comedy, Drama            ","Hareesh and Reshmi, an immigrant couple from Kerala working in a medical gloves factory near Delhi, who aspire to go abroad for a better life. During the COVID-19 lockdowns, when an old ...                See full summary »",7.8,24
Hero,III 2019,U,164 min,"Action, Drama, Thriller            ","Set in the Chambal valley, the film follows the story of a legion of dreaded, warring dacoits who once terrorized the Indian heartlands.",7.9,"12,129"
Cash,2021,U,118 min,"Comedy, Drama            ","A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",7.2,"28,765"
Breakaway,2011,UA,101 min,"Comedy, Drama, Sport            ","Satyameva Jayate 2 revolves around the fight against injustice and misuse of power. From police and politicians to industrialists and a common man, the film will explore corruption in all spheres.",4.1,"15,810"
Nail Polish,I 2021,A,128 min,Drama            ,"Narrates the story of six pregnant women, who arrive at a prenatal class with beliefs, confusion, and questions regarding pregnancy and childbirth.",5.2,301
Samsara,2001,A,145 min,"Adventure, Drama, Romance            ","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",7.3,"1,781"
Bachna Ae Haseeno,2008,UA,152 min,"Comedy, Drama, Romance            ","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",5.6,"24,451"
Gunjan Saxena: The Kargil Girl,2020,13,112 min,"Action, Biography, Drama            ",Based on true event this story revolves around kidnapping of Preeto which family has come to know from midnight call. The tales revolves as to how they family will be able to track Preeto..,6.4,"2,311"
Singh Is Bliing,2015,UA,141 min,"Action, Comedy, Romance            ","Based on Shakespeare's 'A Comedy of Errors', this is a story of identical twins (2 pairs) and mistaken identities.",8.3,"5,461"
2.0,2018,UA,148 min,"Action, Sci-Fi, Thriller            ",Add a Plot,6.7,139
Krrish,2006,U,185 min,"Action, Adventure, Sci-Fi            ",The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,4.7,"26,324"
The Gone Game,2020–2022,16,20 min,"Crime, Thriller            ",Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,9.0,"24,027"
Broken Wings,III,null,125 min,Drama            ,"From pulling off casting coups to calming celebrity egos, the drama never stops for four Mumbai talent agents hustling to save their sinking company.",6.9,"6,270"
Wanted,I 2009,A,147 min,"Action, Crime, Thriller            ","'The Black Prince' is a story of Queen Victoria and the Last King of Punjab, Maharajah Duleep Singh. His character as it evolves, torn between two cultures and facing constant dilemmas as a result. His relationship with Queen Victoria will be the most impactful relationship in the film, the Queen representing the English culture he was drawn into. The Black Prince begins a lifelong struggle to ...                See full summary »",5.8,"1,006"
Doctor,2021,UA,148 min,"Action, Comedy, Crime            ",The story of a boxer and the struggles he faces on his journey to get to the national level competition.,5.6,"34,749"
Tamil Rockerz,2022–,UA 16+,null,"Action, Crime, Drama            ","Vijay Saxena lives a middle-class lifestyle along with his college-going sister, Sweety, in a small town in India. He gets a job as a Professor at the City College, where he meets with ...                See full summary »",5.7,194
Koi Jaane Na,2021,UA,141 min,Thriller            ,An Indian queen asks her bodyguard to steal back gold taken from her by the Indian government during The Emergency period in 1975.,4.9,"4,992"
Ek Nanad Ki Khushiyon Ki Chaabi... Meri Bhabhi,2013–2014,Not Rated,24 min,Drama            ,"Yaadi falls in love with Rehmat, an innocent and focused student. Rehmat's father decides to arrange her marriage with a law-abiding man called Yuvi which places Rehmat at a crossroad in her life.",5.1,579
Mishan Impossible,2022,UA,134 min,"Action, Comedy, Drama            ",A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,6.7,708
Naam Shabana,2017,UA,147 min,"Action, Drama, Thriller            ","The most shocking con stories in India are chronicled. Meet India's King Cons. No one is safe from cyber crimes in India. From CAs, and advocates, to villagers, 1 out of every 2 Indians has...                See full summary »",7.7,98
Aiyaary,2018,UA,157 min,"Action, Drama, Thriller            ",A group of people learn about a hidden treasure and then they race to find it and claim it.,4.2,"7,213"
Jolly LLB,2013,UA,135 min,"Comedy, Drama            ","An IPS officer motivates and leads a dysfunctional, corrupt police force of Tezpur to fight against the corrupt politician.",7.8,"17,447"
Boomika,2021,16,123 min,Horror            ,"Recruited by the East India Company, a local thug infiltrates a troop of patriotic bandits who plan to overthrow the British regime and reclaim their independence.",4.0,"21,095"
Lucia,I 2013,UA,135 min,"Drama, Sci-Fi, Thriller            ",The story of a spy on an unfaltering and fearless mission for her nation in a race against time where sacrifice is her only choice.,1.8,632
Typewriter,2019,16+,48 min,"Horror, Mystery, Thriller            ","Governor Jaisingh Sinha is murdered and the needle of suspicion points towards his estranged son, Sahil Sinha who must prove his innocence.",7.3,"5,222"
B.A. Pass,2012,A,95 min,"Crime, Drama, Thriller            ",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,7.8,"37,387"
Kaalangalil Aval Vasantham,2022,UA,null,Romance            ,"Through reincarnation, family members are able to cross generations and meddle in each others' lives.",8.0,"11,050"
